ResponseId,Q1002,Q12,qname,dollars,priority,priority_other
R_6jUOQN7L0YgCXjQ,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_3,0,Improve chattr,NA
R_6jUOQN7L0YgCXjQ,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_4,0,Cost-sensitive learning,NA
R_6jUOQN7L0YgCXjQ,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_5,0,Stacking ensembles,NA
R_6jUOQN7L0YgCXjQ,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_6,75,Spatial machine learning ,NA
R_6jUOQN7L0YgCXjQ,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_10,0,Ordinal regression,NA
R_6jUOQN7L0YgCXjQ,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_12,0,Other,NA
R_18M5RVyKoHufgyT,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_1,0,Sparse tibbles,More documentation on building extension packages
R_18M5RVyKoHufgyT,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_2,0,Causal inference,More documentation on building extension packages
R_18M5RVyKoHufgyT,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_3,0,Improve chattr,More documentation on building extension packages
R_18M5RVyKoHufgyT,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_4,10,Cost-sensitive learning,More documentation on building extension packages
R_18M5RVyKoHufgyT,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_5,50,Stacking ensembles,More documentation on building extension packages
R_18M5RVyKoHufgyT,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_6,30,Spatial machine learning ,More documentation on building extension packages
R_18M5RVyKoHufgyT,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_10,0,Ordinal regression,More documentation on building extension packages
R_18M5RVyKoHufgyT,I have contributed to tidymodels packages or taught others how to use them,I am a student,Q5_12,10,Other,More documentation on building extension packages
R_3sAZ6IGkTiXyBcM,I have used tidymodels packages a few times,I work in industry,Q5_1,0,Sparse tibbles,NA
R_3sAZ6IGkTiXyBcM,I have used tidymodels packages a few times,I work in industry,Q5_2,20,Causal inference,NA
R_3sAZ6IGkTiXyBcM,I have used tidymodels packages a few times,I work in industry,Q5_3,40,Improve chattr,NA
R_3sAZ6IGkTiXyBcM,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Cost-sensitive learning,NA
R_3sAZ6IGkTiXyBcM,I have used tidymodels packages a few times,I work in industry,Q5_5,20,Stacking ensembles,NA
R_3sAZ6IGkTiXyBcM,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Spatial machine learning ,NA
R_3sAZ6IGkTiXyBcM,I have used tidymodels packages a few times,I work in industry,Q5_10,20,Ordinal regression,NA
R_3sAZ6IGkTiXyBcM,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_2BQizZESv0lhhMl,I have used tidymodels packages many times,I work in industry,Q5_1,10,Sparse tibbles,Markov chains
R_2BQizZESv0lhhMl,I have used tidymodels packages many times,I work in industry,Q5_2,40,Causal inference,Markov chains
R_2BQizZESv0lhhMl,I have used tidymodels packages many times,I work in industry,Q5_3,0,Improve chattr,Markov chains
R_2BQizZESv0lhhMl,I have used tidymodels packages many times,I work in industry,Q5_4,10,Cost-sensitive learning,Markov chains
R_2BQizZESv0lhhMl,I have used tidymodels packages many times,I work in industry,Q5_5,0,Stacking ensembles,Markov chains
R_2BQizZESv0lhhMl,I have used tidymodels packages many times,I work in industry,Q5_6,0,Spatial machine learning ,Markov chains
R_2BQizZESv0lhhMl,I have used tidymodels packages many times,I work in industry,Q5_10,0,Ordinal regression,Markov chains
R_2BQizZESv0lhhMl,I have used tidymodels packages many times,I work in industry,Q5_12,40,Other,Markov chains
R_5hfySJYcbSAyaxH,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_1,15,Sparse tibbles,NA
R_5hfySJYcbSAyaxH,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_2,15,Causal inference,NA
R_5hfySJYcbSAyaxH,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_3,10,Improve chattr,NA
R_5hfySJYcbSAyaxH,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_4,10,Cost-sensitive learning,NA
R_5hfySJYcbSAyaxH,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_5,15,Stacking ensembles,NA
R_5hfySJYcbSAyaxH,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_6,15,Spatial machine learning ,NA
R_5hfySJYcbSAyaxH,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_10,20,Ordinal regression,NA
R_5hfySJYcbSAyaxH,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_7fxNzOSgRbZK5xf,I have used tidymodels packages a few times,I work in industry,Q5_1,20,Sparse tibbles,NA
R_7fxNzOSgRbZK5xf,I have used tidymodels packages a few times,I work in industry,Q5_2,0,Causal inference,NA
R_7fxNzOSgRbZK5xf,I have used tidymodels packages a few times,I work in industry,Q5_3,50,Improve chattr,NA
R_7fxNzOSgRbZK5xf,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Cost-sensitive learning,NA
R_7fxNzOSgRbZK5xf,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Stacking ensembles,NA
R_7fxNzOSgRbZK5xf,I have used tidymodels packages a few times,I work in industry,Q5_6,20,Spatial machine learning ,NA
R_7fxNzOSgRbZK5xf,I have used tidymodels packages a few times,I work in industry,Q5_10,10,Ordinal regression,NA
R_7fxNzOSgRbZK5xf,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_5gvGFvwqo3B1Clt,I have used tidymodels packages many times,I work in industry,Q5_1,10,Sparse tibbles,NA
R_5gvGFvwqo3B1Clt,I have used tidymodels packages many times,I work in industry,Q5_2,15,Causal inference,NA
R_5gvGFvwqo3B1Clt,I have used tidymodels packages many times,I work in industry,Q5_3,5,Improve chattr,NA
R_5gvGFvwqo3B1Clt,I have used tidymodels packages many times,I work in industry,Q5_4,5,Cost-sensitive learning,NA
R_5gvGFvwqo3B1Clt,I have used tidymodels packages many times,I work in industry,Q5_5,15,Stacking ensembles,NA
R_5gvGFvwqo3B1Clt,I have used tidymodels packages many times,I work in industry,Q5_6,25,Spatial machine learning ,NA
R_5gvGFvwqo3B1Clt,I have used tidymodels packages many times,I work in industry,Q5_10,25,Ordinal regression,NA
R_5gvGFvwqo3B1Clt,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_2PZtKQ22HvS8jbV,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_1,0,Sparse tibbles,NA
R_2PZtKQ22HvS8jbV,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_2,0,Causal inference,NA
R_2PZtKQ22HvS8jbV,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_3,0,Improve chattr,NA
R_2PZtKQ22HvS8jbV,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_4,0,Cost-sensitive learning,NA
R_2PZtKQ22HvS8jbV,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_5,0,Stacking ensembles,NA
R_2PZtKQ22HvS8jbV,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_6,100,Spatial machine learning ,NA
R_2PZtKQ22HvS8jbV,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_10,0,Ordinal regression,NA
R_2PZtKQ22HvS8jbV,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_1dstewUBHaDbYNE,I have used tidymodels packages a few times,I work in industry,Q5_1,20,Sparse tibbles,NA
R_1dstewUBHaDbYNE,I have used tidymodels packages a few times,I work in industry,Q5_2,60,Causal inference,NA
R_1dstewUBHaDbYNE,I have used tidymodels packages a few times,I work in industry,Q5_3,0,Improve chattr,NA
R_1dstewUBHaDbYNE,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Cost-sensitive learning,NA
R_1dstewUBHaDbYNE,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Stacking ensembles,NA
R_1dstewUBHaDbYNE,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Spatial machine learning ,NA
R_1dstewUBHaDbYNE,I have used tidymodels packages a few times,I work in industry,Q5_10,20,Ordinal regression,NA
R_1dstewUBHaDbYNE,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_25T8N7vSq9gcUQ9,I have used tidymodels packages many times,I work in industry,Q5_1,0,Sparse tibbles,"Multivariate models, better + multivariate time series"
R_25T8N7vSq9gcUQ9,I have used tidymodels packages many times,I work in industry,Q5_2,10,Causal inference,"Multivariate models, better + multivariate time series"
R_25T8N7vSq9gcUQ9,I have used tidymodels packages many times,I work in industry,Q5_3,10,Improve chattr,"Multivariate models, better + multivariate time series"
R_25T8N7vSq9gcUQ9,I have used tidymodels packages many times,I work in industry,Q5_4,0,Cost-sensitive learning,"Multivariate models, better + multivariate time series"
R_25T8N7vSq9gcUQ9,I have used tidymodels packages many times,I work in industry,Q5_5,40,Stacking ensembles,"Multivariate models, better + multivariate time series"
R_25T8N7vSq9gcUQ9,I have used tidymodels packages many times,I work in industry,Q5_6,0,Spatial machine learning ,"Multivariate models, better + multivariate time series"
R_25T8N7vSq9gcUQ9,I have used tidymodels packages many times,I work in industry,Q5_10,20,Ordinal regression,"Multivariate models, better + multivariate time series"
R_25T8N7vSq9gcUQ9,I have used tidymodels packages many times,I work in industry,Q5_12,20,Other,"Multivariate models, better + multivariate time series"
R_1YXOukrla4CG4FB,I have used tidymodels packages a few times,I am a student,Q5_1,20,Sparse tibbles,NA
R_1YXOukrla4CG4FB,I have used tidymodels packages a few times,I am a student,Q5_2,40,Causal inference,NA
R_1YXOukrla4CG4FB,I have used tidymodels packages a few times,I am a student,Q5_3,0,Improve chattr,NA
R_1YXOukrla4CG4FB,I have used tidymodels packages a few times,I am a student,Q5_4,0,Cost-sensitive learning,NA
R_1YXOukrla4CG4FB,I have used tidymodels packages a few times,I am a student,Q5_5,0,Stacking ensembles,NA
R_1YXOukrla4CG4FB,I have used tidymodels packages a few times,I am a student,Q5_6,0,Spatial machine learning ,NA
R_1YXOukrla4CG4FB,I have used tidymodels packages a few times,I am a student,Q5_10,40,Ordinal regression,NA
R_1YXOukrla4CG4FB,I have used tidymodels packages a few times,I am a student,Q5_12,0,Other,NA
R_61N1rn2B0whgxD8,I have used tidymodels packages a few times,I work in industry,Q5_1,0,Sparse tibbles,NA
R_61N1rn2B0whgxD8,I have used tidymodels packages a few times,I work in industry,Q5_2,0,Causal inference,NA
R_61N1rn2B0whgxD8,I have used tidymodels packages a few times,I work in industry,Q5_3,0,Improve chattr,NA
R_61N1rn2B0whgxD8,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Cost-sensitive learning,NA
R_61N1rn2B0whgxD8,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Stacking ensembles,NA
R_61N1rn2B0whgxD8,I have used tidymodels packages a few times,I work in industry,Q5_6,100,Spatial machine learning ,NA
R_61N1rn2B0whgxD8,I have used tidymodels packages a few times,I work in industry,Q5_10,0,Ordinal regression,NA
R_61N1rn2B0whgxD8,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_5o7FHNfOZSsFsMe,I have used tidymodels packages a few times,I work in industry,Q5_1,0,Sparse tibbles,NA
R_5o7FHNfOZSsFsMe,I have used tidymodels packages a few times,I work in industry,Q5_2,50,Causal inference,NA
R_5o7FHNfOZSsFsMe,I have used tidymodels packages a few times,I work in industry,Q5_3,0,Improve chattr,NA
R_5o7FHNfOZSsFsMe,I have used tidymodels packages a few times,I work in industry,Q5_4,50,Cost-sensitive learning,NA
R_5o7FHNfOZSsFsMe,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Stacking ensembles,NA
R_5o7FHNfOZSsFsMe,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Spatial machine learning ,NA
R_5o7FHNfOZSsFsMe,I have used tidymodels packages a few times,I work in industry,Q5_10,0,Ordinal regression,NA
R_5o7FHNfOZSsFsMe,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_1EumJhuuDGt9h30,I have used tidymodels packages a few times,I work in industry,Q5_1,0,Sparse tibbles,Bayesian Analysis
R_1EumJhuuDGt9h30,I have used tidymodels packages a few times,I work in industry,Q5_2,0,Causal inference,Bayesian Analysis
R_1EumJhuuDGt9h30,I have used tidymodels packages a few times,I work in industry,Q5_3,0,Improve chattr,Bayesian Analysis
R_1EumJhuuDGt9h30,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Cost-sensitive learning,Bayesian Analysis
R_1EumJhuuDGt9h30,I have used tidymodels packages a few times,I work in industry,Q5_5,25,Stacking ensembles,Bayesian Analysis
R_1EumJhuuDGt9h30,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Spatial machine learning ,Bayesian Analysis
R_1EumJhuuDGt9h30,I have used tidymodels packages a few times,I work in industry,Q5_10,0,Ordinal regression,Bayesian Analysis
R_1EumJhuuDGt9h30,I have used tidymodels packages a few times,I work in industry,Q5_12,75,Other,Bayesian Analysis
R_1VR51MvFbHLmpFf,I have used tidymodels packages a few times,I work in industry,Q5_1,0,Sparse tibbles,NA
R_1VR51MvFbHLmpFf,I have used tidymodels packages a few times,I work in industry,Q5_2,0,Causal inference,NA
R_1VR51MvFbHLmpFf,I have used tidymodels packages a few times,I work in industry,Q5_3,0,Improve chattr,NA
R_1VR51MvFbHLmpFf,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Cost-sensitive learning,NA
R_1VR51MvFbHLmpFf,I have used tidymodels packages a few times,I work in industry,Q5_5,100,Stacking ensembles,NA
R_1VR51MvFbHLmpFf,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Spatial machine learning ,NA
R_1VR51MvFbHLmpFf,I have used tidymodels packages a few times,I work in industry,Q5_10,0,Ordinal regression,NA
R_1VR51MvFbHLmpFf,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_1FaHnft7Q5Jmjhn,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_1,0,Sparse tibbles,NA
R_1FaHnft7Q5Jmjhn,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_2,100,Causal inference,NA
R_1FaHnft7Q5Jmjhn,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_3,0,Improve chattr,NA
R_1FaHnft7Q5Jmjhn,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_4,0,Cost-sensitive learning,NA
