ResponseId,Q1002,Q12,qname,dollars,priority,priority_other
R_2zx6nCf94O4BFaS,I have used tidymodels packages many times,I work in industry,Q5_3,20,Probability calibration (post modeling),NA
R_2zx6nCf94O4BFaS,I have used tidymodels packages many times,I work in industry,Q5_4,20,Probability threshold optimization,NA
R_2zx6nCf94O4BFaS,I have used tidymodels packages many times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_2zx6nCf94O4BFaS,I have used tidymodels packages many times,I work in industry,Q5_6,0,Better serialization tools ,NA
R_2zx6nCf94O4BFaS,I have used tidymodels packages many times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_2zx6nCf94O4BFaS,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_dnHwgY7yT88EiOd,I have used tidymodels packages many times,I work in industry,Q5_1,0,Model fairness analysis and metrics,NA
R_dnHwgY7yT88EiOd,I have used tidymodels packages many times,I work in industry,Q5_2,40,Supervised feature selection,NA
R_dnHwgY7yT88EiOd,I have used tidymodels packages many times,I work in industry,Q5_3,50,Probability calibration (post modeling),NA
R_dnHwgY7yT88EiOd,I have used tidymodels packages many times,I work in industry,Q5_4,10,Probability threshold optimization,NA
R_dnHwgY7yT88EiOd,I have used tidymodels packages many times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_dnHwgY7yT88EiOd,I have used tidymodels packages many times,I work in industry,Q5_6,0,Better serialization tools ,NA
R_dnHwgY7yT88EiOd,I have used tidymodels packages many times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_dnHwgY7yT88EiOd,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_yViLCO9HAjYZ2ed,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_1,10,Model fairness analysis and metrics,NA
R_yViLCO9HAjYZ2ed,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_2,40,Supervised feature selection,NA
R_yViLCO9HAjYZ2ed,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_3,10,Probability calibration (post modeling),NA
R_yViLCO9HAjYZ2ed,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_4,5,Probability threshold optimization,NA
R_yViLCO9HAjYZ2ed,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_5,10,Spatial analysis models and methods,NA
R_yViLCO9HAjYZ2ed,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_6,25,Better serialization tools ,NA
R_yViLCO9HAjYZ2ed,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_10,0,H2O.ai support ,NA
R_yViLCO9HAjYZ2ed,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_3hfi2625XfmOBSO,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_1,10,Model fairness analysis and metrics,AutoML - it would be cool to have a package that analyzes data and makes step_ and model suggestions. Might be able to get there with H2O automl support
R_3hfi2625XfmOBSO,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_2,15,Supervised feature selection,AutoML - it would be cool to have a package that analyzes data and makes step_ and model suggestions. Might be able to get there with H2O automl support
R_3hfi2625XfmOBSO,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_3,5,Probability calibration (post modeling),AutoML - it would be cool to have a package that analyzes data and makes step_ and model suggestions. Might be able to get there with H2O automl support
R_3hfi2625XfmOBSO,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_4,5,Probability threshold optimization,AutoML - it would be cool to have a package that analyzes data and makes step_ and model suggestions. Might be able to get there with H2O automl support
R_3hfi2625XfmOBSO,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_5,0,Spatial analysis models and methods,AutoML - it would be cool to have a package that analyzes data and makes step_ and model suggestions. Might be able to get there with H2O automl support
R_3hfi2625XfmOBSO,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_6,25,Better serialization tools ,AutoML - it would be cool to have a package that analyzes data and makes step_ and model suggestions. Might be able to get there with H2O automl support
R_3hfi2625XfmOBSO,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_10,25,H2O.ai support ,AutoML - it would be cool to have a package that analyzes data and makes step_ and model suggestions. Might be able to get there with H2O automl support
R_3hfi2625XfmOBSO,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_12,15,Other,AutoML - it would be cool to have a package that analyzes data and makes step_ and model suggestions. Might be able to get there with H2O automl support
R_9sISr4V9EAvJ8s1,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_1,0,Model fairness analysis and metrics,NA
R_9sISr4V9EAvJ8s1,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_2,35,Supervised feature selection,NA
R_9sISr4V9EAvJ8s1,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_3,10,Probability calibration (post modeling),NA
R_9sISr4V9EAvJ8s1,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_4,10,Probability threshold optimization,NA
R_9sISr4V9EAvJ8s1,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_5,10,Spatial analysis models and methods,NA
R_9sISr4V9EAvJ8s1,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_6,35,Better serialization tools ,NA
R_9sISr4V9EAvJ8s1,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_10,0,H2O.ai support ,NA
R_9sISr4V9EAvJ8s1,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_1mC2B4mKLXY0ffk,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_1,5,Model fairness analysis and metrics,NA
R_1mC2B4mKLXY0ffk,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_2,5,Supervised feature selection,NA
R_1mC2B4mKLXY0ffk,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_3,5,Probability calibration (post modeling),NA
R_1mC2B4mKLXY0ffk,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_4,5,Probability threshold optimization,NA
R_1mC2B4mKLXY0ffk,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_5,10,Spatial analysis models and methods,NA
R_1mC2B4mKLXY0ffk,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_6,40,Better serialization tools ,NA
R_1mC2B4mKLXY0ffk,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_10,30,H2O.ai support ,NA
R_1mC2B4mKLXY0ffk,I have used tidymodels packages a few times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_1Cqisg4kCHUkn2O,I have used tidymodels packages many times,I work in industry,Q5_1,10,Model fairness analysis and metrics,Incorporating https://github.com/ModelOriented/rSAFE
R_1Cqisg4kCHUkn2O,I have used tidymodels packages many times,I work in industry,Q5_2,30,Supervised feature selection,Incorporating https://github.com/ModelOriented/rSAFE
R_1Cqisg4kCHUkn2O,I have used tidymodels packages many times,I work in industry,Q5_3,0,Probability calibration (post modeling),Incorporating https://github.com/ModelOriented/rSAFE
R_1Cqisg4kCHUkn2O,I have used tidymodels packages many times,I work in industry,Q5_4,10,Probability threshold optimization,Incorporating https://github.com/ModelOriented/rSAFE
R_1Cqisg4kCHUkn2O,I have used tidymodels packages many times,I work in industry,Q5_5,10,Spatial analysis models and methods,Incorporating https://github.com/ModelOriented/rSAFE
R_1Cqisg4kCHUkn2O,I have used tidymodels packages many times,I work in industry,Q5_6,0,Better serialization tools ,Incorporating https://github.com/ModelOriented/rSAFE
R_1Cqisg4kCHUkn2O,I have used tidymodels packages many times,I work in industry,Q5_10,10,H2O.ai support ,Incorporating https://github.com/ModelOriented/rSAFE
R_1Cqisg4kCHUkn2O,I have used tidymodels packages many times,I work in industry,Q5_12,30,Other,Incorporating https://github.com/ModelOriented/rSAFE
R_1kXpVCC9ahPQeSc,I have used tidymodels packages a few times,I work in industry,Q5_1,0,Model fairness analysis and metrics,nested resampling
R_1kXpVCC9ahPQeSc,I have used tidymodels packages a few times,I work in industry,Q5_2,20,Supervised feature selection,nested resampling
R_1kXpVCC9ahPQeSc,I have used tidymodels packages a few times,I work in industry,Q5_3,0,Probability calibration (post modeling),nested resampling
R_1kXpVCC9ahPQeSc,I have used tidymodels packages a few times,I work in industry,Q5_4,20,Probability threshold optimization,nested resampling
R_1kXpVCC9ahPQeSc,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Spatial analysis models and methods,nested resampling
R_1kXpVCC9ahPQeSc,I have used tidymodels packages a few times,I work in industry,Q5_6,10,Better serialization tools ,nested resampling
R_1kXpVCC9ahPQeSc,I have used tidymodels packages a few times,I work in industry,Q5_10,10,H2O.ai support ,nested resampling
R_1kXpVCC9ahPQeSc,I have used tidymodels packages a few times,I work in industry,Q5_12,40,Other,nested resampling
R_3GkAAo7lY4b2nu3,I have used tidymodels packages many times,I work in industry,Q5_1,20,Model fairness analysis and metrics,NA
R_3GkAAo7lY4b2nu3,I have used tidymodels packages many times,I work in industry,Q5_2,20,Supervised feature selection,NA
R_3GkAAo7lY4b2nu3,I have used tidymodels packages many times,I work in industry,Q5_3,20,Probability calibration (post modeling),NA
R_3GkAAo7lY4b2nu3,I have used tidymodels packages many times,I work in industry,Q5_4,20,Probability threshold optimization,NA
R_3GkAAo7lY4b2nu3,I have used tidymodels packages many times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_3GkAAo7lY4b2nu3,I have used tidymodels packages many times,I work in industry,Q5_6,20,Better serialization tools ,NA
R_3GkAAo7lY4b2nu3,I have used tidymodels packages many times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_3GkAAo7lY4b2nu3,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_3MRJ6QbnSAYb73H,I have used tidymodels packages a few times,I work in industry,Q5_1,20,Model fairness analysis and metrics,NA
R_3MRJ6QbnSAYb73H,I have used tidymodels packages a few times,I work in industry,Q5_2,10,Supervised feature selection,NA
R_3MRJ6QbnSAYb73H,I have used tidymodels packages a few times,I work in industry,Q5_3,10,Probability calibration (post modeling),NA
R_3MRJ6QbnSAYb73H,I have used tidymodels packages a few times,I work in industry,Q5_4,10,Probability threshold optimization,NA
R_3MRJ6QbnSAYb73H,I have used tidymodels packages a few times,I work in industry,Q5_5,50,Spatial analysis models and methods,NA
R_3MRJ6QbnSAYb73H,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Better serialization tools ,NA
R_3MRJ6QbnSAYb73H,I have used tidymodels packages a few times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_3MRJ6QbnSAYb73H,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_2B3S1omN6zZpFag,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_1,40,Model fairness analysis and metrics,NA
R_2B3S1omN6zZpFag,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_2,0,Supervised feature selection,NA
R_2B3S1omN6zZpFag,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_3,30,Probability calibration (post modeling),NA
R_2B3S1omN6zZpFag,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_4,30,Probability threshold optimization,NA
R_2B3S1omN6zZpFag,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_2B3S1omN6zZpFag,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_6,0,Better serialization tools ,NA
R_2B3S1omN6zZpFag,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_10,0,H2O.ai support ,NA
R_2B3S1omN6zZpFag,I have contributed to tidymodels packages or taught others how to use them,I work in industry,Q5_12,0,Other,NA
R_31obfO05ia5hEuy,I have used tidymodels packages many times,I work in industry,Q5_1,5,Model fairness analysis and metrics,NA
R_31obfO05ia5hEuy,I have used tidymodels packages many times,I work in industry,Q5_2,25,Supervised feature selection,NA
R_31obfO05ia5hEuy,I have used tidymodels packages many times,I work in industry,Q5_3,15,Probability calibration (post modeling),NA
R_31obfO05ia5hEuy,I have used tidymodels packages many times,I work in industry,Q5_4,15,Probability threshold optimization,NA
R_31obfO05ia5hEuy,I have used tidymodels packages many times,I work in industry,Q5_5,5,Spatial analysis models and methods,NA
R_31obfO05ia5hEuy,I have used tidymodels packages many times,I work in industry,Q5_6,20,Better serialization tools ,NA
R_31obfO05ia5hEuy,I have used tidymodels packages many times,I work in industry,Q5_10,15,H2O.ai support ,NA
R_31obfO05ia5hEuy,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_26f0Zndzz3UeXvn,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_1,25,Model fairness analysis and metrics,NA
R_26f0Zndzz3UeXvn,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_2,10,Supervised feature selection,NA
R_26f0Zndzz3UeXvn,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_3,25,Probability calibration (post modeling),NA
R_26f0Zndzz3UeXvn,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_4,30,Probability threshold optimization,NA
R_26f0Zndzz3UeXvn,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_5,0,Spatial analysis models and methods,NA
R_26f0Zndzz3UeXvn,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_6,10,Better serialization tools ,NA
R_26f0Zndzz3UeXvn,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_10,0,H2O.ai support ,NA
R_26f0Zndzz3UeXvn,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_3P68Omfyxsp5pFZ,I have used tidymodels packages a few times,I am a student,Q5_1,15,Model fairness analysis and metrics,NA
R_3P68Omfyxsp5pFZ,I have used tidymodels packages a few times,I am a student,Q5_2,30,Supervised feature selection,NA
R_3P68Omfyxsp5pFZ,I have used tidymodels packages a few times,I am a student,Q5_3,15,Probability calibration (post modeling),NA
R_3P68Omfyxsp5pFZ,I have used tidymodels packages a few times,I am a student,Q5_4,5,Probability threshold optimization,NA
R_3P68Omfyxsp5pFZ,I have used tidymodels packages a few times,I am a student,Q5_5,10,Spatial analysis models and methods,NA
R_3P68Omfyxsp5pFZ,I have used tidymodels packages a few times,I am a student,Q5_6,0,Better serialization tools ,NA
R_3P68Omfyxsp5pFZ,I have used tidymodels packages a few times,I am a student,Q5_10,25,H2O.ai support ,NA
R_3P68Omfyxsp5pFZ,I have used tidymodels packages a few times,I am a student,Q5_12,0,Other,NA
R_1LMfsSxd0FEBENd,I have used tidymodels packages many times,I work in industry,Q5_1,20,Model fairness analysis and metrics,NA
R_1LMfsSxd0FEBENd,I have used tidymodels packages many times,I work in industry,Q5_2,20,Supervised feature selection,NA
R_1LMfsSxd0FEBENd,I have used tidymodels packages many times,I work in industry,Q5_3,20,Probability calibration (post modeling),NA
R_1LMfsSxd0FEBENd,I have used tidymodels packages many times,I work in industry,Q5_4,20,Probability threshold optimization,NA
R_1LMfsSxd0FEBENd,I have used tidymodels packages many times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_1LMfsSxd0FEBENd,I have used tidymodels packages many times,I work in industry,Q5_6,20,Better serialization tools ,NA
R_1LMfsSxd0FEBENd,I have used tidymodels packages many times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_1LMfsSxd0FEBENd,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_2EsI0famO4lWcvO,I have never used tidymodels,I work in industry,Q5_1,0,Model fairness analysis and metrics,NA
R_2EsI0famO4lWcvO,I have never used tidymodels,I work in industry,Q5_2,0,Supervised feature selection,NA
R_2EsI0famO4lWcvO,I have never used tidymodels,I work in industry,Q5_3,0,Probability calibration (post modeling),NA
R_2EsI0famO4lWcvO,I have never used tidymodels,I work in industry,Q5_4,0,Probability threshold optimization,NA
R_2EsI0famO4lWcvO,I have never used tidymodels,I work in industry,Q5_5,100,Spatial analysis models and methods,NA
R_2EsI0famO4lWcvO,I have never used tidymodels,I work in industry,Q5_6,0,Better serialization tools ,NA
R_2EsI0famO4lWcvO,I have never used tidymodels,I work in industry,Q5_10,0,H2O.ai support ,NA
R_2EsI0famO4lWcvO,I have never used tidymodels,I work in industry,Q5_12,0,Other,NA
R_3Ht1WV3H83gHoiy,I have used tidymodels packages many times,I work in industry,Q5_1,30,Model fairness analysis and metrics,NA
R_3Ht1WV3H83gHoiy,I have used tidymodels packages many times,I work in industry,Q5_2,0,Supervised feature selection,NA
R_3Ht1WV3H83gHoiy,I have used tidymodels packages many times,I work in industry,Q5_3,0,Probability calibration (post modeling),NA
R_3Ht1WV3H83gHoiy,I have used tidymodels packages many times,I work in industry,Q5_4,30,Probability threshold optimization,NA
R_3Ht1WV3H83gHoiy,I have used tidymodels packages many times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_3Ht1WV3H83gHoiy,I have used tidymodels packages many times,I work in industry,Q5_6,0,Better serialization tools ,NA
R_3Ht1WV3H83gHoiy,I have used tidymodels packages many times,I work in industry,Q5_10,40,H2O.ai support ,NA
R_3Ht1WV3H83gHoiy,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_1qfEcBeLOKJ8uoa,I have used tidymodels packages many times,I work in industry,Q5_1,15,Model fairness analysis and metrics,NA
R_1qfEcBeLOKJ8uoa,I have used tidymodels packages many times,I work in industry,Q5_2,10,Supervised feature selection,NA
R_1qfEcBeLOKJ8uoa,I have used tidymodels packages many times,I work in industry,Q5_3,20,Probability calibration (post modeling),NA
R_1qfEcBeLOKJ8uoa,I have used tidymodels packages many times,I work in industry,Q5_4,35,Probability threshold optimization,NA
R_1qfEcBeLOKJ8uoa,I have used tidymodels packages many times,I work in industry,Q5_5,5,Spatial analysis models and methods,NA
R_1qfEcBeLOKJ8uoa,I have used tidymodels packages many times,I work in industry,Q5_6,15,Better serialization tools ,NA
R_1qfEcBeLOKJ8uoa,I have used tidymodels packages many times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_1qfEcBeLOKJ8uoa,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
R_1lh6u5RGuPIPxUF,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_1,25,Model fairness analysis and metrics,NA
R_1lh6u5RGuPIPxUF,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_2,25,Supervised feature selection,NA
R_1lh6u5RGuPIPxUF,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_3,0,Probability calibration (post modeling),NA
R_1lh6u5RGuPIPxUF,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_4,0,Probability threshold optimization,NA
R_1lh6u5RGuPIPxUF,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_5,0,Spatial analysis models and methods,NA
R_1lh6u5RGuPIPxUF,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_6,25,Better serialization tools ,NA
R_1lh6u5RGuPIPxUF,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_10,25,H2O.ai support ,NA
R_1lh6u5RGuPIPxUF,I have contributed to tidymodels packages or taught others how to use them,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_3k84DoWHqXzDkk8,I have used tidymodels packages a few times,I work in industry,Q5_1,40,Model fairness analysis and metrics,NA
R_3k84DoWHqXzDkk8,I have used tidymodels packages a few times,I work in industry,Q5_2,40,Supervised feature selection,NA
R_3k84DoWHqXzDkk8,I have used tidymodels packages a few times,I work in industry,Q5_3,0,Probability calibration (post modeling),NA
R_3k84DoWHqXzDkk8,I have used tidymodels packages a few times,I work in industry,Q5_4,0,Probability threshold optimization,NA
R_3k84DoWHqXzDkk8,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_3k84DoWHqXzDkk8,I have used tidymodels packages a few times,I work in industry,Q5_6,20,Better serialization tools ,NA
R_3k84DoWHqXzDkk8,I have used tidymodels packages a few times,I work in industry,Q5_10,0,H2O.ai support ,NA
R_3k84DoWHqXzDkk8,I have used tidymodels packages a few times,I work in industry,Q5_12,0,Other,NA
R_2ysBlhF7ld1XKcq,I have used tidymodels packages many times,I work in industry,Q5_1,20,Model fairness analysis and metrics,MLOps
R_2ysBlhF7ld1XKcq,I have used tidymodels packages many times,I work in industry,Q5_2,0,Supervised feature selection,MLOps
R_2ysBlhF7ld1XKcq,I have used tidymodels packages many times,I work in industry,Q5_3,25,Probability calibration (post modeling),MLOps
R_2ysBlhF7ld1XKcq,I have used tidymodels packages many times,I work in industry,Q5_4,25,Probability threshold optimization,MLOps
R_2ysBlhF7ld1XKcq,I have used tidymodels packages many times,I work in industry,Q5_5,0,Spatial analysis models and methods,MLOps
R_2ysBlhF7ld1XKcq,I have used tidymodels packages many times,I work in industry,Q5_6,10,Better serialization tools ,MLOps
R_2ysBlhF7ld1XKcq,I have used tidymodels packages many times,I work in industry,Q5_10,0,H2O.ai support ,MLOps
R_2ysBlhF7ld1XKcq,I have used tidymodels packages many times,I work in industry,Q5_12,20,Other,MLOps
R_1EZL9x9RlkwYD11,I have used tidymodels packages a few times,I work in industry,Q5_1,0,Model fairness analysis and metrics,alternative interface similar to caret::train with fewer pipes and abstractions
R_1EZL9x9RlkwYD11,I have used tidymodels packages a few times,I work in industry,Q5_2,20,Supervised feature selection,alternative interface similar to caret::train with fewer pipes and abstractions
R_1EZL9x9RlkwYD11,I have used tidymodels packages a few times,I work in industry,Q5_3,0,Probability calibration (post modeling),alternative interface similar to caret::train with fewer pipes and abstractions
R_1EZL9x9RlkwYD11,I have used tidymodels packages a few times,I work in industry,Q5_4,10,Probability threshold optimization,alternative interface similar to caret::train with fewer pipes and abstractions
R_1EZL9x9RlkwYD11,I have used tidymodels packages a few times,I work in industry,Q5_5,0,Spatial analysis models and methods,alternative interface similar to caret::train with fewer pipes and abstractions
R_1EZL9x9RlkwYD11,I have used tidymodels packages a few times,I work in industry,Q5_6,0,Better serialization tools ,alternative interface similar to caret::train with fewer pipes and abstractions
R_1EZL9x9RlkwYD11,I have used tidymodels packages a few times,I work in industry,Q5_10,10,H2O.ai support ,alternative interface similar to caret::train with fewer pipes and abstractions
R_1EZL9x9RlkwYD11,I have used tidymodels packages a few times,I work in industry,Q5_12,60,Other,alternative interface similar to caret::train with fewer pipes and abstractions
R_3KZbiCJY5EQ44gk,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_1,6,Model fairness analysis and metrics,NA
R_3KZbiCJY5EQ44gk,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_2,0,Supervised feature selection,NA
R_3KZbiCJY5EQ44gk,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_3,90,Probability calibration (post modeling),NA
R_3KZbiCJY5EQ44gk,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_4,2,Probability threshold optimization,NA
R_3KZbiCJY5EQ44gk,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_5,0,Spatial analysis models and methods,NA
R_3KZbiCJY5EQ44gk,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_6,2,Better serialization tools ,NA
R_3KZbiCJY5EQ44gk,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_10,0,H2O.ai support ,NA
R_3KZbiCJY5EQ44gk,I have used tidymodels packages many times,"I am an academic, professor, and/or researcher",Q5_12,0,Other,NA
R_2EsdQmIULNSrLV5,I have used tidymodels packages many times,I work in industry,Q5_1,40,Model fairness analysis and metrics,NA
R_2EsdQmIULNSrLV5,I have used tidymodels packages many times,I work in industry,Q5_2,0,Supervised feature selection,NA
R_2EsdQmIULNSrLV5,I have used tidymodels packages many times,I work in industry,Q5_3,3,Probability calibration (post modeling),NA
R_2EsdQmIULNSrLV5,I have used tidymodels packages many times,I work in industry,Q5_4,3,Probability threshold optimization,NA
R_2EsdQmIULNSrLV5,I have used tidymodels packages many times,I work in industry,Q5_5,0,Spatial analysis models and methods,NA
R_2EsdQmIULNSrLV5,I have used tidymodels packages many times,I work in industry,Q5_6,4,Better serialization tools ,NA
R_2EsdQmIULNSrLV5,I have used tidymodels packages many times,I work in industry,Q5_10,50,H2O.ai support ,NA
R_2EsdQmIULNSrLV5,I have used tidymodels packages many times,I work in industry,Q5_12,0,Other,NA
