title,topic,package
Add annotations and comments for workflows,<a href='https://workflowsets.tidymodels.org/reference/comment_add.html' target='_blank'><tt>comment_get</tt></a>,workflowsets
Add annotations and comments for workflows,<a href='https://workflowsets.tidymodels.org/reference/comment_add.html' target='_blank'><tt>comment_reset</tt></a>,workflowsets
Add annotations and comments for workflows,<a href='https://workflowsets.tidymodels.org/reference/comment_add.html' target='_blank'><tt>comment_print</tt></a>,workflowsets
Add Assessment Indices,<a href='https://rsample.tidymodels.org/reference/populate.html' target='_blank'><tt>populate</tt></a>,rsample
Add case weights to a workflow,<a href='https://workflows.tidymodels.org/reference/add_case_weights.html' target='_blank'><tt>add_case_weights</tt></a>,workflows
Add case weights to a workflow,<a href='https://workflows.tidymodels.org/reference/add_case_weights.html' target='_blank'><tt>remove_case_weights</tt></a>,workflows
Add case weights to a workflow,<a href='https://workflows.tidymodels.org/reference/add_case_weights.html' target='_blank'><tt>update_case_weights</tt></a>,workflows
"Add fitted values, residuals, and other common outputs to an augment call",<a href='https://broom.tidymodels.org//reference/augment_columns.html' target='_blank'><tt>augment_columns</tt></a>,broom
Add formula terms to a workflow,<a href='https://workflows.tidymodels.org/reference/add_formula.html' target='_blank'><tt>add_formula</tt></a>,workflows
Add formula terms to a workflow,<a href='https://workflows.tidymodels.org/reference/add_formula.html' target='_blank'><tt>remove_formula</tt></a>,workflows
Add formula terms to a workflow,<a href='https://workflows.tidymodels.org/reference/add_formula.html' target='_blank'><tt>update_formula</tt></a>,workflows
Add information about confidence interval,<a href='https://infer.tidymodels.org//reference/shade_confidence_interval.html' target='_blank'><tt>shade_confidence_interval</tt></a>,infer
Add information about confidence interval,<a href='https://infer.tidymodels.org//reference/shade_confidence_interval.html' target='_blank'><tt>shade_ci</tt></a>,infer
Add intercept (or constant) column,<a href='https://recipes.tidymodels.org//reference/step_intercept.html' target='_blank'><tt>step_intercept</tt></a>,recipes
Add model definitions to a data stack,<a href='https://stacks.tidymodels.org//reference/add_candidates.html' target='_blank'><tt>add_candidates</tt></a>,stacks
Add new variables using dplyr,<a href='https://recipes.tidymodels.org//reference/step_mutate.html' target='_blank'><tt>step_mutate</tt></a>,recipes
Add sin and cos terms for harmonic analysis,<a href='https://recipes.tidymodels.org//reference/step_harmonic.html' target='_blank'><tt>step_harmonic</tt></a>,recipes
Add variables to a workflow,<a href='https://workflows.tidymodels.org/reference/add_variables.html' target='_blank'><tt>add_variables</tt></a>,workflows
Add variables to a workflow,<a href='https://workflows.tidymodels.org/reference/add_variables.html' target='_blank'><tt>remove_variables</tt></a>,workflows
Add variables to a workflow,<a href='https://workflows.tidymodels.org/reference/add_variables.html' target='_blank'><tt>update_variables</tt></a>,workflows
Add variables to a workflow,<a href='https://workflows.tidymodels.org/reference/add_variables.html' target='_blank'><tt>workflow_variables</tt></a>,workflows
Add WoE in a data frame,<a href='https://embed.tidymodels.org/reference/add_woe.html' target='_blank'><tt>add_woe</tt></a>,embed
Adds the prediction columns to a piped command set.,<a href='https://tidypredict.tidymodels.org/reference/tidypredict_to_column.html' target='_blank'><tt>tidypredict_to_column</tt></a>,tidypredict
"Alcohol, Cigarette, and Marijuana Use for High School Seniors",<a href='https://poissonreg.tidymodels.org//reference/seniors.html' target='_blank'><tt>seniors</tt></a>,poissonreg
Alzheimer's disease data,<a href='https://modeldata.tidymodels.org/reference/ad_data.html' target='_blank'><tt>ad_data</tt></a>,modeldata
Ames Housing Data,<a href='https://modeldata.tidymodels.org/reference/ames.html' target='_blank'><tt>ames</tt></a>,modeldata
Amount of regularization/penalization,<a href='https://dials.tidymodels.org/reference/penalty.html' target='_blank'><tt>penalty</tt></a>,dials
Amount of supervision parameter,<a href='https://dials.tidymodels.org/reference/target_weight.html' target='_blank'><tt>target_weight</tt></a>,dials
Amount of Trimming,<a href='https://dials.tidymodels.org/reference/trim_amount.html' target='_blank'><tt>trim_amount</tt></a>,dials
Annual Stack Overflow Developer Survey Data,<a href='https://modeldata.tidymodels.org/reference/stackoverflow.html' target='_blank'><tt>stackoverflow</tt></a>,modeldata
Applicability domain methods using binary similarity analysis,<a href='https://applicable.tidymodels.org/reference/apd_similarity.html' target='_blank'><tt>apd_similarity</tt></a>,applicable
Applicability domain methods using binary similarity analysis,<a href='https://applicable.tidymodels.org/reference/apd_similarity.html' target='_blank'><tt>apd_similarity.default</tt></a>,applicable
Applicability domain methods using binary similarity analysis,<a href='https://applicable.tidymodels.org/reference/apd_similarity.html' target='_blank'><tt>apd_similarity.data.frame</tt></a>,applicable
Applicability domain methods using binary similarity analysis,<a href='https://applicable.tidymodels.org/reference/apd_similarity.html' target='_blank'><tt>apd_similarity.matrix</tt></a>,applicable
Applicability domain methods using binary similarity analysis,<a href='https://applicable.tidymodels.org/reference/apd_similarity.html' target='_blank'><tt>apd_similarity.formula</tt></a>,applicable
Applicability domain methods using binary similarity analysis,<a href='https://applicable.tidymodels.org/reference/apd_similarity.html' target='_blank'><tt>apd_similarity.recipe</tt></a>,applicable
Applies a calibration to a set of existing predictions,<a href='https://probably.tidymodels.org/reference/cal_apply.html' target='_blank'><tt>cal_apply</tt></a>,probably
Applies a calibration to a set of existing predictions,<a href='https://probably.tidymodels.org/reference/cal_apply.html' target='_blank'><tt>cal_apply.data.frame</tt></a>,probably
Applies a calibration to a set of existing predictions,<a href='https://probably.tidymodels.org/reference/cal_apply.html' target='_blank'><tt>cal_apply.tune_results</tt></a>,probably
Applies a calibration to a set of existing predictions,<a href='https://probably.tidymodels.org/reference/cal_apply.html' target='_blank'><tt>cal_apply.cal_object</tt></a>,probably
Apply a function to all pairs of columns in a data frame,<a href='https://corrr.tidymodels.org/reference/colpair_map.html' target='_blank'><tt>colpair_map</tt></a>,corrr
Apply a trained preprocessing recipe,<a href='https://recipes.tidymodels.org//reference/bake.html' target='_blank'><tt>bake</tt></a>,recipes
Apply a trained preprocessing recipe,<a href='https://recipes.tidymodels.org//reference/bake.html' target='_blank'><tt>bake.recipe</tt></a>,recipes
Apply Adaptive Synthetic Algorithm,<a href='https://themis.tidymodels.org/reference/step_adasyn.html' target='_blank'><tt>step_adasyn</tt></a>,themis
Apply Adaptive Synthetic Algorithm,<a href='https://themis.tidymodels.org/reference/step_adasyn.html' target='_blank'><tt>tidy.step_adasyn</tt></a>,themis
Apply borderline-SMOTE Algorithm,<a href='https://themis.tidymodels.org/reference/step_bsmote.html' target='_blank'><tt>step_bsmote</tt></a>,themis
Apply borderline-SMOTE Algorithm,<a href='https://themis.tidymodels.org/reference/step_bsmote.html' target='_blank'><tt>tidy.step_bsmote</tt></a>,themis
Apply ROSE Algorithm,<a href='https://themis.tidymodels.org/reference/step_rose.html' target='_blank'><tt>step_rose</tt></a>,themis
Apply ROSE Algorithm,<a href='https://themis.tidymodels.org/reference/step_rose.html' target='_blank'><tt>tidy.step_rose</tt></a>,themis
Apply (smoothed) rectified linear transformation,<a href='https://recipes.tidymodels.org//reference/step_relu.html' target='_blank'><tt>step_relu</tt></a>,recipes
Apply SMOTE Algorithm,<a href='https://themis.tidymodels.org/reference/step_smote.html' target='_blank'><tt>step_smote</tt></a>,themis
Apply SMOTE Algorithm,<a href='https://themis.tidymodels.org/reference/step_smote.html' target='_blank'><tt>tidy.step_smote</tt></a>,themis
Apply SMOTENC algorithm,<a href='https://themis.tidymodels.org/reference/step_smotenc.html' target='_blank'><tt>step_smotenc</tt></a>,themis
Apply SMOTENC algorithm,<a href='https://themis.tidymodels.org/reference/step_smotenc.html' target='_blank'><tt>tidy.step_smotenc</tt></a>,themis
Area under the precision recall curve,<a href='https://yardstick.tidymodels.org/reference/average_precision.html' target='_blank'><tt>average_precision</tt></a>,yardstick
Area under the precision recall curve,<a href='https://yardstick.tidymodels.org/reference/average_precision.html' target='_blank'><tt>average_precision.data.frame</tt></a>,yardstick
Area under the precision recall curve,<a href='https://yardstick.tidymodels.org/reference/average_precision.html' target='_blank'><tt>average_precision_vec</tt></a>,yardstick
Area under the precision recall curve,<a href='https://yardstick.tidymodels.org/reference/pr_auc.html' target='_blank'><tt>pr_auc</tt></a>,yardstick
Area under the precision recall curve,<a href='https://yardstick.tidymodels.org/reference/pr_auc.html' target='_blank'><tt>pr_auc.data.frame</tt></a>,yardstick
Area under the precision recall curve,<a href='https://yardstick.tidymodels.org/reference/pr_auc.html' target='_blank'><tt>pr_auc_vec</tt></a>,yardstick
Area under the receiver operator curve,<a href='https://yardstick.tidymodels.org/reference/roc_auc.html' target='_blank'><tt>roc_auc</tt></a>,yardstick
Area under the receiver operator curve,<a href='https://yardstick.tidymodels.org/reference/roc_auc.html' target='_blank'><tt>roc_auc.data.frame</tt></a>,yardstick
Area under the receiver operator curve,<a href='https://yardstick.tidymodels.org/reference/roc_auc.html' target='_blank'><tt>roc_auc_vec</tt></a>,yardstick
"Area under the ROC curve of each class against the rest, using the a priori class distribution",<a href='https://yardstick.tidymodels.org/reference/roc_aunp.html' target='_blank'><tt>roc_aunp</tt></a>,yardstick
"Area under the ROC curve of each class against the rest, using the a priori class distribution",<a href='https://yardstick.tidymodels.org/reference/roc_aunp.html' target='_blank'><tt>roc_aunp.data.frame</tt></a>,yardstick
"Area under the ROC curve of each class against the rest, using the a priori class distribution",<a href='https://yardstick.tidymodels.org/reference/roc_aunp.html' target='_blank'><tt>roc_aunp_vec</tt></a>,yardstick
"Area under the ROC curve of each class against the rest, using the uniform class distribution",<a href='https://yardstick.tidymodels.org/reference/roc_aunu.html' target='_blank'><tt>roc_aunu</tt></a>,yardstick
"Area under the ROC curve of each class against the rest, using the uniform class distribution",<a href='https://yardstick.tidymodels.org/reference/roc_aunu.html' target='_blank'><tt>roc_aunu.data.frame</tt></a>,yardstick
"Area under the ROC curve of each class against the rest, using the uniform class distribution",<a href='https://yardstick.tidymodels.org/reference/roc_aunu.html' target='_blank'><tt>roc_aunu_vec</tt></a>,yardstick
"Assign missing categories to ""unknown""",<a href='https://recipes.tidymodels.org//reference/step_unknown.html' target='_blank'><tt>step_unknown</tt></a>,recipes
Augment a data set with resampling identifiers,<a href='https://rsample.tidymodels.org/reference/add_resample_id.html' target='_blank'><tt>add_resample_id</tt></a>,rsample
Augment a model stack,<a href='https://stacks.tidymodels.org//reference/augment.model_stack.html' target='_blank'><tt>augment.model_stack</tt></a>,stacks
Augment data with holdout predictions,<a href='https://tune.tidymodels.org//reference/augment.tune_results.html' target='_blank'><tt>augment.tune_results</tt></a>,tune
Augment data with holdout predictions,<a href='https://tune.tidymodels.org//reference/augment.tune_results.html' target='_blank'><tt>augment.resample_results</tt></a>,tune
Augment data with holdout predictions,<a href='https://tune.tidymodels.org//reference/augment.tune_results.html' target='_blank'><tt>augment.last_fit</tt></a>,tune
Augment data with information from a(n) betamfx object,<a href='https://broom.tidymodels.org//reference/augment.betamfx.html' target='_blank'><tt>augment.betamfx</tt></a>,broom
Augment data with information from a(n) betareg object,<a href='https://broom.tidymodels.org//reference/augment.betareg.html' target='_blank'><tt>augment.betareg</tt></a>,broom
Augment data with information from a(n) clm object,<a href='https://broom.tidymodels.org//reference/augment.clm.html' target='_blank'><tt>augment.clm</tt></a>,broom
Augment data with information from a(n) coxph object,<a href='https://broom.tidymodels.org//reference/augment.coxph.html' target='_blank'><tt>augment.coxph</tt></a>,broom
Augment data with information from a(n) decomposed.ts object,<a href='https://broom.tidymodels.org//reference/augment.decomposed.ts.html' target='_blank'><tt>augment.decomposed.ts</tt></a>,broom
Augment data with information from a(n) decomposed.ts object,<a href='https://broom.tidymodels.org//reference/augment.decomposed.ts.html' target='_blank'><tt>decompose_tidiers</tt></a>,broom
Augment data with information from a(n) drc object,<a href='https://broom.tidymodels.org//reference/augment.drc.html' target='_blank'><tt>augment.drc</tt></a>,broom
Augment data with information from a(n) factanal object,<a href='https://broom.tidymodels.org//reference/augment.factanal.html' target='_blank'><tt>augment.factanal</tt></a>,broom
Augment data with information from a(n) felm object,<a href='https://broom.tidymodels.org//reference/augment.felm.html' target='_blank'><tt>augment.felm</tt></a>,broom
Augment data with information from a(n) fixest object,<a href='https://broom.tidymodels.org//reference/augment.fixest.html' target='_blank'><tt>augment.fixest</tt></a>,broom
Augment data with information from a(n) gam object,<a href='https://broom.tidymodels.org//reference/augment.gam.html' target='_blank'><tt>augment.gam</tt></a>,broom
Augment data with information from a(n) glm object,<a href='https://broom.tidymodels.org//reference/augment.glm.html' target='_blank'><tt>augment.glm</tt></a>,broom
Augment data with information from a(n) glmRob object,<a href='https://broom.tidymodels.org//reference/augment.glmRob.html' target='_blank'><tt>augment.glmRob</tt></a>,broom
Augment data with information from a(n) glmrob object,<a href='https://broom.tidymodels.org//reference/augment.robustbase.glmrob.html' target='_blank'><tt>augment.glmrob</tt></a>,broom
Augment data with information from a(n) htest object,<a href='https://broom.tidymodels.org//reference/augment.htest.html' target='_blank'><tt>augment.htest</tt></a>,broom
Augment data with information from a(n) ivreg object,<a href='https://broom.tidymodels.org//reference/augment.ivreg.html' target='_blank'><tt>augment.ivreg</tt></a>,broom
Augment data with information from a(n) kmeans object,<a href='https://broom.tidymodels.org//reference/augment.kmeans.html' target='_blank'><tt>augment.kmeans</tt></a>,broom
Augment data with information from a(n) lm object,<a href='https://broom.tidymodels.org//reference/augment.lm.html' target='_blank'><tt>augment.lm</tt></a>,broom
Augment data with information from a(n) lmRob object,<a href='https://broom.tidymodels.org//reference/augment.lmRob.html' target='_blank'><tt>augment.lmRob</tt></a>,broom
Augment data with information from a(n) lmrob object,<a href='https://broom.tidymodels.org//reference/augment.robustbase.lmrob.html' target='_blank'><tt>augment.lmrob</tt></a>,broom
Augment data with information from a(n) Mclust object,<a href='https://broom.tidymodels.org//reference/augment.Mclust.html' target='_blank'><tt>augment.Mclust</tt></a>,broom
Augment data with information from a(n) mfx object,<a href='https://broom.tidymodels.org//reference/augment.mfx.html' target='_blank'><tt>augment.mfx</tt></a>,broom
Augment data with information from a(n) mfx object,<a href='https://broom.tidymodels.org//reference/augment.mfx.html' target='_blank'><tt>augment.logitmfx</tt></a>,broom
Augment data with information from a(n) mfx object,<a href='https://broom.tidymodels.org//reference/augment.mfx.html' target='_blank'><tt>augment.negbinmfx</tt></a>,broom
Augment data with information from a(n) mfx object,<a href='https://broom.tidymodels.org//reference/augment.mfx.html' target='_blank'><tt>augment.poissonmfx</tt></a>,broom
Augment data with information from a(n) mfx object,<a href='https://broom.tidymodels.org//reference/augment.mfx.html' target='_blank'><tt>augment.probitmfx</tt></a>,broom
Augment data with information from a(n) mjoint object,<a href='https://broom.tidymodels.org//reference/augment.mjoint.html' target='_blank'><tt>augment.mjoint</tt></a>,broom
Augment data with information from a(n) mlogit object,<a href='https://broom.tidymodels.org//reference/augment.mlogit.html' target='_blank'><tt>augment.mlogit</tt></a>,broom
Augment data with information from a(n) nls object,<a href='https://broom.tidymodels.org//reference/augment.nls.html' target='_blank'><tt>augment.nls</tt></a>,broom
Augment data with information from a(n) pam object,<a href='https://broom.tidymodels.org//reference/augment.pam.html' target='_blank'><tt>augment.pam</tt></a>,broom
Augment data with information from a(n) plm object,<a href='https://broom.tidymodels.org//reference/augment.plm.html' target='_blank'><tt>augment.plm</tt></a>,broom
Augment data with information from a(n) poLCA object,<a href='https://broom.tidymodels.org//reference/augment.poLCA.html' target='_blank'><tt>augment.poLCA</tt></a>,broom
Augment data with information from a(n) polr object,<a href='https://broom.tidymodels.org//reference/augment.polr.html' target='_blank'><tt>augment.polr</tt></a>,broom
Augment data with information from a(n) prcomp object,<a href='https://broom.tidymodels.org//reference/augment.prcomp.html' target='_blank'><tt>augment.prcomp</tt></a>,broom
Augment data with information from a(n) rlm object,<a href='https://broom.tidymodels.org//reference/augment.rlm.html' target='_blank'><tt>augment.rlm</tt></a>,broom
Augment data with information from a(n) rma object,<a href='https://broom.tidymodels.org//reference/augment.rma.html' target='_blank'><tt>augment.rma</tt></a>,broom
Augment data with information from a(n) rq object,<a href='https://broom.tidymodels.org//reference/augment.rq.html' target='_blank'><tt>augment.rq</tt></a>,broom
Augment data with information from a(n) rqs object,<a href='https://broom.tidymodels.org//reference/augment.rqs.html' target='_blank'><tt>augment.rqs</tt></a>,broom
Augment data with information from a(n) spatialreg object,<a href='https://broom.tidymodels.org//reference/augment.sarlm.html' target='_blank'><tt>augment.sarlm</tt></a>,broom
Augment data with information from a(n) speedlm object,<a href='https://broom.tidymodels.org//reference/augment.speedlm.html' target='_blank'><tt>augment.speedlm</tt></a>,broom
Augment data with information from a(n) stl object,<a href='https://broom.tidymodels.org//reference/augment.stl.html' target='_blank'><tt>augment.stl</tt></a>,broom
Augment data with information from a(n) survreg object,<a href='https://broom.tidymodels.org//reference/augment.survreg.html' target='_blank'><tt>augment.survreg</tt></a>,broom
Augment data with predictions,<a href='https://parsnip.tidymodels.org//reference/augment.html' target='_blank'><tt>augment.model_fit</tt></a>,parsnip
Augment data with predictions,<a href='https://tidyclust.tidymodels.org//reference/augment.html' target='_blank'><tt>augment.cluster_fit</tt></a>,tidyclust
Augment data with predictions,<a href='https://workflows.tidymodels.org/reference/augment.workflow.html' target='_blank'><tt>augment.workflow</tt></a>,workflows
Automatic Machine Learning,<a href='https://parsnip.tidymodels.org//reference/auto_ml.html' target='_blank'><tt>auto_ml</tt></a>,parsnip
Axe a call.,<a href='https://butcher.tidymodels.org//reference/axe_call.html' target='_blank'><tt>axe_call</tt></a>,butcher
Axe an environment.,<a href='https://butcher.tidymodels.org//reference/axe_env.html' target='_blank'><tt>axe_env</tt></a>,butcher
Axe controls.,<a href='https://butcher.tidymodels.org//reference/axe_ctrl.html' target='_blank'><tt>axe_ctrl</tt></a>,butcher
Axe data.,<a href='https://butcher.tidymodels.org//reference/axe_data.html' target='_blank'><tt>axe_data</tt></a>,butcher
Axe fitted values.,<a href='https://butcher.tidymodels.org//reference/axe_fitted.html' target='_blank'><tt>axe_fitted</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe-ipred</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe-regbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe-classbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe-survbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_call.regbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_call.classbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_call.survbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_ctrl.regbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_ctrl.classbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_ctrl.survbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_data.regbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_data.classbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_data.survbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_env.regbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_env.classbagg</tt></a>,butcher
Axing a bagged tree.,<a href='https://butcher.tidymodels.org//reference/axe-ipred.html' target='_blank'><tt>axe_env.survbagg</tt></a>,butcher
Axing a bart model.,<a href='https://butcher.tidymodels.org//reference/axe-bart.html' target='_blank'><tt>axe-bart</tt></a>,butcher
Axing a bart model.,<a href='https://butcher.tidymodels.org//reference/axe-bart.html' target='_blank'><tt>axe_call.bart</tt></a>,butcher
Axing a bart model.,<a href='https://butcher.tidymodels.org//reference/axe-bart.html' target='_blank'><tt>axe_fitted.bart</tt></a>,butcher
Axing a C5.0.,<a href='https://butcher.tidymodels.org//reference/axe-C5.0.html' target='_blank'><tt>axe-C5.0</tt></a>,butcher
Axing a C5.0.,<a href='https://butcher.tidymodels.org//reference/axe-C5.0.html' target='_blank'><tt>axe_call.C5.0</tt></a>,butcher
Axing a C5.0.,<a href='https://butcher.tidymodels.org//reference/axe-C5.0.html' target='_blank'><tt>axe_ctrl.C5.0</tt></a>,butcher
Axing a C5.0.,<a href='https://butcher.tidymodels.org//reference/axe-C5.0.html' target='_blank'><tt>axe_fitted.C5.0</tt></a>,butcher
Axing a coxph.,<a href='https://butcher.tidymodels.org//reference/axe-coxph.html' target='_blank'><tt>axe-coxph</tt></a>,butcher
Axing a coxph.,<a href='https://butcher.tidymodels.org//reference/axe-coxph.html' target='_blank'><tt>axe_env.coxph</tt></a>,butcher
Axing a coxph.,<a href='https://butcher.tidymodels.org//reference/axe-coxph.html' target='_blank'><tt>axe_data.coxph</tt></a>,butcher
Axing a gam.,<a href='https://butcher.tidymodels.org//reference/axe-gam.html' target='_blank'><tt>axe-gam</tt></a>,butcher
Axing a gam.,<a href='https://butcher.tidymodels.org//reference/axe-gam.html' target='_blank'><tt>axe_call.gam</tt></a>,butcher
Axing a gam.,<a href='https://butcher.tidymodels.org//reference/axe-gam.html' target='_blank'><tt>axe_ctrl.gam</tt></a>,butcher
Axing a gam.,<a href='https://butcher.tidymodels.org//reference/axe-gam.html' target='_blank'><tt>axe_data.gam</tt></a>,butcher
Axing a gam.,<a href='https://butcher.tidymodels.org//reference/axe-gam.html' target='_blank'><tt>axe_env.gam</tt></a>,butcher
Axing a gam.,<a href='https://butcher.tidymodels.org//reference/axe-gam.html' target='_blank'><tt>axe_fitted.gam</tt></a>,butcher
Axing a gausspr.,<a href='https://butcher.tidymodels.org//reference/axe-gausspr.html' target='_blank'><tt>axe-gausspr</tt></a>,butcher
Axing a gausspr.,<a href='https://butcher.tidymodels.org//reference/axe-gausspr.html' target='_blank'><tt>axe_call.gausspr</tt></a>,butcher
Axing a gausspr.,<a href='https://butcher.tidymodels.org//reference/axe-gausspr.html' target='_blank'><tt>axe_data.gausspr</tt></a>,butcher
Axing a gausspr.,<a href='https://butcher.tidymodels.org//reference/axe-gausspr.html' target='_blank'><tt>axe_env.gausspr</tt></a>,butcher
Axing a gausspr.,<a href='https://butcher.tidymodels.org//reference/axe-gausspr.html' target='_blank'><tt>axe_fitted.gausspr</tt></a>,butcher
Axing a glm.,<a href='https://butcher.tidymodels.org//reference/axe-glm.html' target='_blank'><tt>axe-glm</tt></a>,butcher
Axing a glm.,<a href='https://butcher.tidymodels.org//reference/axe-glm.html' target='_blank'><tt>axe_call.glm</tt></a>,butcher
Axing a glm.,<a href='https://butcher.tidymodels.org//reference/axe-glm.html' target='_blank'><tt>axe_data.glm</tt></a>,butcher
